country1,country2,dist_squared
bhr,pry,167563445.8369
bhr,pyf,314680990.5625
bhr,qat,19323.7801
bhr,rus,11908848.8464
bhr,rwa,14694802.2244
bhr,sau,180803.5441
bhr,sdn,4929554.4676
bhr,sen,51021163.2681
bhr,sgp,40017137.3281
bhr,shn,59093505.0729
bhr,slb,153813572.6656
bhr,sle,49021562.3716
bhr,slv,190982726.1225
bhr,smr,15581572.0225
bhr,som,7554087.3409
bhr,spm,82824014.5929
bhr,stp,30497785.3504
bhr,sur,127549918.44
bhr,svk,14393601.3321
bhr,svn,15037255.2841
bhr,swe,19866720.9841
bhr,swz,38561491.8441
bhr,syc,12048465.7881
bhr,syr,2562528.6241
bhr,tca,139560908.6881
bhr,tcd,16335904.7329
bhr,tgo,32218224.7321
bhr,tha,28770672.2689
bhr,tjk,4811749.3449
bhr,tkl,229597044.0516
bhr,tkm,2240140.8241
bhr,ton,235573689.5281
bhr,tto,135372526.9009
bhr,tun,15843504.5521
bhr,tur,6696967.6225
bhr,tuv,203610068.64
bhr,tza,15029965.9225
bhr,uga,12033614.1025
bhr,ukr,10210389.4369
bhr,ury,171706167.4689
bhr,usa,113285795.2164
bhr,uzb,5722572.9961
bhr,vct,131356583.9881
bhr,ven,147423550.0761
bhr,vgb,131177851.8241
bhr,vnm,31602836.2896
bhr,vut,184675869.2025
bhr,wlf,223566789.6225
bhr,wsm,189712883.3769
bhr,yem,1886337.4336
bhr,zaf,56333731.1364
bhr,zmb,27366918.1956
bhr,zwe,28504387.1025
bhs,bhs,1972.2481
bhs,bih,73084546.1025
bhs,blr,75634156.3041
bhs,blz,2179461.69
bhs,bmu,2137385.5204
bhs,bol,22408578.4129
bhs,bra,40237708.6224
bhs,brb,5230826.41
bhs,brn,270199953.8176
bhs,btn,196451619.8544
bhs,bwa,153919753.4736
bhs,caf,108316056.25
bhs,can,4304836.5361
bhs,cck,342437985.8064
bhs,che,58158163.8225
bhs,chl,43012217.0569
bhs,chn,160268004.09
bhs,civ,65385498.3769
bhs,cmr,94471596.1225
bhs,cog,109721854.0324
bhs,cok,105793155.9364
bhs,col,5239200.5449
bhs,com,185877230.3424
bhs,cpv,32566995.5625
bhs,cri,3331209.0256
bhs,cub,314563.9396
bhs,cxr,337456165.2004
bhs,cym,588289
bhs,cyp,102586107.1104
bhs,cze,64399501.5049
bhs,deu,55941424.36
bhs,dji,153718586.7889
bhs,dma,3949957.5025
bhs,dnk,59770680.3225
bhs,dom,1144579.0225
bhs,dza,57148610.5089
bhs,ecu,7955333.0704
bhs,egy,105193946.0881
bhs,eri,138892353.2676
bhs,esh,40222486.0944
bhs,esp,47629598.0164
bhs,est,68615378.2336
bhs,eth,147531874.9129
bhs,fin,68309067.9049
bhs,fji,150186250.5025
bhs,flk,76662282.49
bhs,fra,51976169.3025
bhs,fro,43050264.0129
bhs,fsm,170157936.6916
bhs,gab,93533076.5625
bhs,gbr,48863595.0625
bhs,geo,110513917.7536
bhs,gha,71485503.1081
bhs,gib,46945655.8561
bhs,gin,45116611.2721
bhs,gmb,41664443.04
bhs,gnb,43848367.6761
bhs,gnq,89316297.5329
bhs,grc,85084020.81
bhs,grd,4790232.5956
bhs,grl,22370535.0625
bhs,gtm,3248934.1504
bhs,guy,8316302.44
bhs,hkg,213740306.4196
bhs,hnd,2571725.3956
bhs,hrv,68716639.2025
bhs,hti,795218.0625
bhs,hun,71260441.7281
bhs,idn,319704770.4841
bhs,ind,181330193.4921
bhs,irl,43086883.6836
bhs,irn,129714787.7776
bhs,irq,122691953.6896
bhs,isl,34407726.9561
bhs,isr,108624962.6289
bhs,ita,66814602.9604
bhs,jam,630436
bhs,jor,110726373.4756
bhs,jpn,149522272.0849
bhs,kaz,143659401.64
bhs,ken,156348015.3664
bhs,kgz,142537810.7664
bhs,khm,254261521.5364
bhs,kir,141805465.4041
bhs,kna,3047817.64
bhs,kor,159206353.29
bhs,kwt,135055775.8225
bhs,lao,232274973.9249
bhs,lbn,107569256.8336
bhs,lbr,54164448.1225
bhs,lby,73636306.9456
bhs,lca,4442862.9961
bhs,lka,246482778.0529
bhs,lso,161482081.1536
bhs,ltu,72739235.4129
bhs,lux,55738617.5889
bhs,lva,69832930.6921
bhs,mac,214146346.3876
bhs,mar,45776996.8569
bhs,mda,83423927.6689
bhs,mdg,205504839.9936
bhs,mdv,240243800.04
bhs,mex,5441116.0644
bhs,mhl,139258880.64
bhs,mkd,78468415.8976
bhs,mli,54180640.5625
bhs,mlt,73475240.9329
bhs,mmr,234736411.6321
bhs,mng,141610000
bhs,mnp,183819364
bhs,moz,171260669.9556
bhs,mrt,40262958.9961
bhs,msr,3333143.9761
bhs,mus,236616999.1696
bhs,mwi,163253773.3264
bhs,mys,285327164.0569
bhs,nam,131777542.7136
bhs,ncl,184577222.2464
bhs,ner,69447055.5801
bhs,nfk,185766268.7521
bhs,nga,77230350.0864
bhs,nic,2977522.8025
bhs,niu,124319824.0144
bhs,nld,53582839.2009
bhs,nor,56509949.6361
bhs,npl,192426002.9329
bhs,nru,159342653.61
bhs,nzl,177419203.2144
bhs,omn,164573234.5321
bhs,pak,163503532.9225
bhs,pan,3277005.0625
bhs,pcn,63364147.2256
bhs,per,17127927.1881
bhs,phl,230723644.3681
bhs,plw,226329458.0625
bhs,png,225907513.2484
bhs,pol,70118684.2161
bhs,prk,156410791.3449
bhs,prt,41894291.8564
bhs,pry,35861533.4025
bhs,pyf,83689380.2761
bhs,qat,148427925.61
bhs,rus,83816222.2144
bhs,rwa,140655567.6289
bhs,sau,140607420.84
bhs,sdn,125208938.5024
bhs,sen,40038521.76
bhs,sgp,292289970.3201
bhs,shn,81071295.6816
bhs,slb,189071300.1024
bhs,sle,49102113.1441
bhs,slv,3150660.5001
bhs,smr,65594772.8836
bhs,som,173291685.8409
bhs,spm,9288536.2441
bhs,stp,88508017.9369
bhs,sur,10123660.3329
bhs,svk,68618028.96
bhs,svn,66792371.4756
bhs,swe,62928363.9076
bhs,swz,167935681
bhs,syc,210512531.9025
bhs,syr,109351986.1225
bhs,tca,563595.5329
bhs,tcd,93609882.0484
bhs,tgo,73750308.84
bhs,tha,246716131.84
bhs,tjk,146775648.01
bhs,tkl,118958940.6489
bhs,tkm,135303889.2804
bhs,ton,138159101.8921
bhs,tto,5372799.4849
bhs,tun,66798909.7636
bhs,tur,89548179.7401
bhs,tuv,138502535.0641
bhs,tza,169512588.09
bhs,uga,144011040.2116
bhs,ukr,82026169.6489
bhs,ury,49577370.8544
bhs,usa,3136051.3921
bhs,uzb,141193568.6001
bhs,vct,4598923.1401
bhs,ven,3809835.5344
bhs,vgb,2268999.9424
bhs,vnm,221751113.5161
bhs,vut,175479564.7969
bhs,wlf,132688512.9025
bhs,wsm,162481420.1124
bhs,yem,150304657.6144
bhs,zaf,145064921.6041
bhs,zmb,150850717.3369
bhs,zwe,160104735.5625
bih,bih,7248.8196
bih,blr,1669393.2025
bih,blz,100199499.4009
bih,bmu,50362725.0889
bih,bol,121322734.9156
bih,bra,100079215.6816
bih,brb,64922661.6516
bih,brn,103186589.2864
bih,btn,42136716.0384
bih,bwa,58907620.5169
bih,caf,19311630.25
bih,can,53890574.6404
bih,cck,101422221.1396
bih,che,854644.7809
bih,chl,155120299.3729
bih,chn,57998886.49
bih,civ,23235292.09
bih,cmr,20299440.1401
bih,cog,28762734.3481
bih,cok,306445681.2481
bih,col,98797834.8841
bih,com,44532132.0976
bih,cpv,26031832.5796
bih,cri,104670700.9569
bih,cub,82346005.7809
bih,cxr,112411521.9049
bih,cym,86389589.16
bih,cyp,2568519.0756
bih,cze,573124.7025
bih,deu,1445813.8564
bih,dji,18513829.6729
bih,dma,64562189.2036
bih,dnk,1898360.3961
bih,dom,71634556.2384
bih,dza,2315296.9921
bih,ecu,112162502.8624
bih,egy,3645044.64
bih,eri,13829994.0769
bih,esh,11439006.2656
bih,esp,3466597.1344
bih,est,3178768.0681
bih,eth,18913279.1236
bih,fin,3472035.9556
bih,fji,275951234.7684
bih,flk,166596844.4176
bih,fra,1829148.0516
bih,fro,6758284.1089
bih,fsm,171323753.4649
bih,gab,24222737.1556
bih,gbr,2641567.5841
bih,geo,4660503.7924
bih,gha,21527651.2441
bih,gib,4808634.9796
bih,gin,25455657.5296
bih,gmb,22566775.2025
bih,gnb,23307749.3961
bih,gnq,20834021.2249
bih,grc,624321.2196
bih,grd,68969536.9441
bih,grl,22994997.9961
bih,gtm,107023990.6576
bih,guy,70923514.9921
bih,hkg,76703965.2864
bih,hnd,102937460.5561
bih,hrv,84187.0225
bih,hti,74980878.7225
bih,hun,165828.1284
bih,idn,107225196.6016
bih,ind,29387674.6816
bih,irl,4345515.4681
bih,irn,8669785.8025
bih,irq,6412441.9984
bih,isl,11404061.4601
bih,isr,3747631.3744
bih,ita,282758.0625
bih,jam,81883858.0609
bih,jor,4089697.29
bih,jpn,87995843.9721
bih,kaz,21324630.9796
bih,ken,28607414.9881
bih,kgz,19843461.16
bih,khm,78265516.3684
bih,kir,207478384.8921
bih,kna,63918745.8064
bih,kor,71792915.2249
bih,kwt,9440194.8001
bih,lao,67003719.9364
bih,lbn,3403323.9361
bih,lbr,25551811.8144
bih,lby,1749085.6009
bih,lca,65586188.1609
bih,lka,52024628.0961
bih,lso,67195891.2361
bih,ltu,1695256.0804
bih,lux,1280201.7316
bih,lva,2278107.2356
bih,mac,75921945.4224
bih,mar,5921192.2225
bih,mda,779812.6249
bih,mdg,57529494.4324
bih,mdv,48319876.5625
bih,mex,111457850.1696
bih,mhl,188488461.3921
bih,mkd,104232.1225
bih,mli,18422122.41
bih,mlt,896581.7344
bih,mmr,60199132.6161
bih,mng,41917207.9225
bih,mnp,133702506.4804
bih,moz,62496772.1401
bih,mrt,18490430.0025
bih,msr,63968963.7636
bih,mus,66646487.5129
bih,mwi,43876581.1236
bih,mys,85288549.6324
bih,nam,54689426.7529
bih,ncl,263852266.8609
bih,ner,13826944.7716
bih,nfk,284731538.5201
bih,nga,19476599.0329
bih,nic,104732709.21
bih,niu,294478641.7444
bih,nld,1891697.6521
bih,nor,3458558.4784
bih,npl,37552138.8804
bih,nru,204199813.0225
bih,nzl,329378215.4884
bih,omn,18400582.3681
bih,pak,22945441.2196
bih,pan,99127113.1876
bih,pcn,272318644.3264
bih,per,129578380.5625
bih,phl,97360649.1225
bih,plw,131511583.6225
bih,png,190387563.61
bih,pol,906741.9729
bih,prk,68557737.6016
bih,prt,5582540.3076
bih,pry,118939527.2836
bih,pyf,285403857.21
bih,qat,13216133.16
bih,rus,3618060.4944
bih,rwa,27330729.2944
bih,sau,11169498.7264
bih,sdn,11712547.9696
bih,sen,22109838.4521
bih,sgp,91207275.0625
bih,shn,50304832.9081
bih,slb,216222908.4304
bih,sle,24915671.2336
bih,slv,106578988.1641
bih,smr,227109.4336
bih,som,28733244.9156
bih,spm,31650525.7744
bih,stp,24972707.4529
bih,sur,68174911.3761
bih,svk,238612.7104
bih,svn,155827.5625
bih,swe,2963872.1281
bih,swz,62726875.2009
bih,syc,42864125.5849
bih,syr,3718340.89
bih,tca,69695281.6569
bih,tcd,12557455.3225
bih,tgo,20390101.4916
bih,tha,69419891.0596
bih,tjk,17581165.1401
bih,tkl,256761205.0129
bih,tkm,11493049.2196
bih,ton,296102874.3696
bih,tto,70485427.7136
bih,tun,1096250.8804
bih,tur,843881.0769
bih,tuv,245806582.3684
bih,tza,36271590.3081
bih,uga,25446980.25
bih,ukr,1360209.0384
bih,ury,133639842.4729
bih,usa,51671944.4224
bih,uzb,16866627.61
bih,vct,66906019.7521
bih,ven,78029662.2336
bih,vgb,64965050.8081
bih,vnm,67502984.6404
bih,vut,255515749.2196
bih,wlf,267531820.96
bih,wsm,250724423.1184
bih,yem,15985363.3489
bih,zaf,74979666.4464
bih,zmb,44611311.8889
bih,zwe,48812439.8281
blr,blr,29367.6769
blr,blz,101704804.6144
blr,bmu,53475581.29
blr,bol,140686642.0996
blr,bra,123993347.1529
blr,brb,74912833.2484
blr,brn,88501432.5504
blr,btn,33386786.2969
blr,bwa,76552875.3025
blr,caf,30964327.9936
blr,can,51240113.5684
blr,cck,96731749.1529
blr,che,2590973.1225
blr,chl,181468649.2609
blr,chn,41998176.36
blr,civ,37285067.8225
blr,cmr,33086539.3681
blr,cog,43099750.2016
blr,cok,267258738.8025
blr,col,108514722.3616
blr,com,55404947.9025
blr,cpv,38139764.5476
blr,cri,109966682.25
blr,cub,84114577.96
blr,cxr,103885425.4564
blr,cym,89555561.0244
blr,cyp,4539839.8761
blr,cze,972925.7769
blr,deu,1974193.6036
blr,dji,24031172.6656
blr,dma,73534398.0484
blr,dnk,954626.7025
blr,dom,77941352.8336
blr,dza,7121586.0769
blr,ecu,122759530.4961
blr,egy,7108302.4996
blr,eri,19361848.0441
blr,esh,19765226.5561
blr,esp,7632511.29
blr,est,412022.7721
blr,eth,25889677.4761
blr,fin,511854.3936
blr,fji,235348121.9236
blr,flk,200303163.1225
blr,fra,3325918.1641
blr,fro,4778858.3236
blr,fsm,140660786.0025
blr,gab,38180782.4836
blr,gbr,3508391.2249
blr,geo,3464623.8225
blr,gha,35184234.4569
blr,gib,10267730.7489
blr,gin,39010642.2225
blr,gmb,34998464.4025
blr,gnb,36175653.7444
blr,gnq,33991465.2484
blr,grc,3194763.0121
blr,grd,78949089.2089
blr,grl,19041354.0496
blr,gtm,108702310.0816
blr,guy,83266537.5025
blr,hkg,61138324.81
blr,hnd,105897271.6096
blr,hrv,1481283.7264
blr,hti,80700397.5556
blr,hun,852335.1684
blr,idn,97405648.5249
blr,ind,23782885.6329
blr,irl,4880343.7225
blr,irn,7528328.6884
blr,irq,6996501.1081
blr,isl,8791877.3121
blr,isr,6203785.7476
blr,ita,3003011.7264
blr,jam,86694348.5604
blr,jor,6392705.4244
blr,jpn,66341025
blr,kaz,14012744.0896
blr,ken,38400082.3684
blr,kgz,13047194.1681
blr,khm,66483639.0625
blr,kir,172089270.1584
blr,kna,72012535.4404
blr,kor,53183910.8529
blr,kwt,10192694.76
blr,lao,55346606.6209
blr,lbn,5342754.8736
blr,lbr,39788088.5284
blr,lby,6821342.5329
blr,lca,75047742.2601
blr,lka,49083195.2836
blr,lso,85680570.7044
blr,ltu,28740.4209
blr,lux,2369075.0724
blr,lva,165128.4496
blr,mac,60540226.1776
blr,mar,12044439.6601
blr,mda,590131.24
blr,mdg,69171823.6416
blr,mdv,47802981.1609
blr,mex,108660401.4409
blr,mhl,154808589.6841
blr,mkd,1938471.4441
blr,mli,30697361.8704
blr,mlt,5000769.3376
blr,mmr,50713910.6769
blr,mng,28268468.5761
blr,mnp,107854248.3841
blr,moz,79157320.7616
blr,mrt,29529877.5396
blr,msr,72340128.09
blr,mus,76129987.5625
blr,mwi,57332912.4225
blr,mys,75750564.1104
blr,nam,73337985.3376
blr,ncl,228653108.8384
blr,ner,25097094.09
blr,nfk,250374291.1684
blr,nga,32523752.7616
blr,nic,108621210.6225
blr,niu,252175035.2004
blr,nld,2289017.7025
blr,nor,1480358.89
blr,npl,29974858.5049
blr,nru,169854918.4656
blr,nzl,304539495.1236
blr,omn,18052131.4884
blr,pak,17631433.0404
blr,pan,106139239.7121
blr,pcn,266689476.1969
blr,per,145320131.8144
blr,phl,79787769.76
blr,plw,109198529.0361
blr,png,163497651.0244
blr,pol,220618.09
blr,prk,50361163.8336
blr,prt,10427990.9776
blr,pry,142958609.6409
blr,pyf,255485378.8881
blr,qat,14087711.2896
blr,rus,471927.7809
blr,rwa,38603854.24
blr,sau,13126998.5344
blr,sdn,18363453.2676
blr,sen,34220277.0361
blr,sgp,81178298.01
blr,shn,70295312.6929
blr,slb,183483550.2721
blr,sle,38663399.6401
blr,slv,109016569.21
blr,smr,2401415.1225
blr,som,35931033.0625
blr,spm,31971108.49
blr,stp,39313903.2064
blr,sur,81236692.6596
blr,svk,920525.1136
blr,svn,1607747.9209
blr,swe,702931.3281
blr,swz,79766690.6884
blr,syc,49156644.9924
blr,syr,5613250.7929
blr,tca,74779602.1504
blr,tcd,22745936.3329
blr,tgo,33726823.9504
blr,tha,58885825.1641
blr,tjk,12512774.2756
blr,tkl,217464571.0224
blr,tkm,8627202.5841
blr,ton,253357574.1841
blr,tto,80982001
blr,tun,5353068.8689
blr,tur,2046559.1364
blr,tuv,207020011.4761
blr,tza,46867852.9201
blr,uga,35697518.0676
blr,ukr,187948.2609
blr,ury,161358841.3441
blr,usa,50777595.7056
blr,uzb,11359326.5296
blr,vct,76594878.4225
blr,ven,87531742.1056
blr,vgb,72334684.8004
blr,vnm,54586976.89
blr,vut,219006849.2544
blr,wlf,226937051.2249
blr,wsm,212947185.1441
blr,yem,20436999.7329
blr,zaf,96215500.1025
blr,zmb,59524928.2576
blr,zwe,63768689.3809
blz,blz,3249
blz,bmu,8630727.5961
blz,bol,19202449.8436
blz,bra,41574898.5796
blz,brb,10018554.3441
blz,brn,270328183.5556
blz,btn,226525376.5776
blz,bwa,175770851.7796
blz,caf,137133233.9521
blz,can,9442284.2089
blz,cck,369879440.0625
blz,che,82551761.64
blz,chl,35572039.4929
blz,chn,173112438.1284
blz,civ,86285521
blz,cmr,120610473.9984
blz,cog,135651677.2416
blz,cok,78159921.4561
blz,col,4203402.0484
blz,com,220317320.7481
blz,cpv,48375224.3529
blz,cri,909906.1321
blz,cub,875366.0721
blz,cxr,334637873.4721
blz,cym,668110.0644
blz,cyp,134482755.0889
blz,cze,89541555.7696
blz,deu,79519131.0225
blz,dji,191916137.4244
blz,dma,8612933.6484
blz,dnk,83421552.9316
blz,dom,4075109.3161
blz,dza,81624900.6225
blz,ecu,5046852.1104
blz,egy,137654137.4121
blz,eri,175427905.8064
blz,esh,60252680.3076
blz,esp,70186359.9529
blz,est,92737477.8009
blz,eth,184275466.5361
blz,fin,92235279.3664
blz,fji,118552245.9489
blz,flk,67856241.5001
blz,fra,75072520.5136
blz,fro,62666222.44
blz,fsm,148577815.5625
blz,gab,118318483.4049
blz,gbr,71117006.9481
blz,geo,142224228.6084
blz,gha,93718082.2561
blz,gib,69270830.8681
blz,gin,62713570.2561
blz,gmb,59470316.89
blz,gnb,61779285.6004
blz,gnq,114461325.7956
blz,grc,114395645.4481
blz,grd,8806590.4081
blz,grl,35121387.2689
blz,gtm,116417.44
blz,guy,12428374.6521
blz,hkg,224342580.9249
blz,hnd,149799.9616
blz,hrv,94985880.4449
blz,hti,3062010.0196
blz,hun,97747232.3584
blz,idn,321849699.6289
blz,ind,216539759.7841
blz,irl,63963525.1984
blz,irn,164057928.4201
blz,irq,157006413.2484
blz,isl,51565181.1921
blz,isr,141489597.6036
blz,ita,93029883.04
blz,jam,1627257.4096
blz,jor,143866351.0249
blz,jpn,149739274.24
blz,kaz,172873322.4969
blz,ken,191276644.8784
blz,kgz,172408191.9849
blz,khm,271960996.7376
blz,kir,117208338.6384
blz,kna,7674783.7156
blz,kor,165968339.4369
blz,kwt,171077505.7156
blz,lao,253474419.9744
blz,lbn,140186073.6004
blz,lbr,72936553.2841
blz,lby,101089752.8356
blz,lca,9001500.0625
blz,lka,291474012.2121
blz,lso,181102422.2049
blz,ltu,98318726.7364
blz,lux,79471697.7961
blz,lva,94622310.76
blz,mac,225276384.8241
blz,mar,67738990.3369
blz,mda,111596828.3236
blz,mdg,237687589.0944
blz,mdv,287565624.2176
blz,mex,1259220.6225
blz,mhl,117369705.7129
blz,mkd,106544922.6436
blz,mli,74718563.1201
blz,mlt,100963308.8025
blz,mmr,262786794.49
blz,mng,159268690.8289
blz,mnp,170138109.69
blz,moz,194256415.0081
blz,mrt,58795156.84
blz,msr,7999959.6964
blz,mus,271316571.4561
blz,mwi,193015171.1401
blz,mys,305975311.6225
blz,nam,152098449.1524
blz,ncl,149091914.5024
blz,ner,93438322.3225
blz,nfk,148705586.3601
blz,nga,100887560.7184
blz,nic,396711.0225
blz,niu,94917865.0564
blz,nld,76638994.0969
blz,nor,78930786.49
blz,npl,224836829.5936
blz,nru,133449397.1209
blz,nzl,140354963.1225
blz,omn,203729947.56
blz,pak,197533467.7156
blz,pan,1860850.6569
blz,pcn,42171126.8449
blz,per,12315818.1721
blz,phl,231444192.6241
blz,plw,211557315.9001
blz,png,194254463.7504
blz,pol,95798288.2756
blz,prk,164233964.5444
blz,prt,63162597.3001
blz,pry,33723223.4089
blz,pyf,59262899.0976
blz,qat,186193393.3729
blz,rus,110173363.3225
blz,rwa,172748174.9569
blz,sau,177686500.6081
blz,sdn,159655860.25
blz,sen,57726108.9729
blz,sgp,308029176.5776
blz,shn,96644628.64
blz,slb,158077562.9521
blz,sle,67355833.8436
blz,slv,157656.6436
blz,smr,91491329.3121
blz,som,212175930.3876
blz,spm,19708361.1481
blz,stp,112290474.7584
blz,sur,14928795.8884
blz,svk,94634373.1204
blz,svn,92730351.7156
blz,swe,86381038.3396
blz,swz,190316923.8916
blz,syc,252677093.4724
blz,syr,142215165.16
blz,tca,3660755.1561
blz,tcd,121929739.1524
blz,tgo,96628900
blz,tha,270299247.0084
blz,tjk,179427632.4036
blz,tkl,92151360.2025
blz,tkm,169013260.2601
blz,ton,107012611.1961
blz,tto,9202789.6321
blz,tun,93108218.5476
blz,tur,119250986.4441
blz,tuv,110389484.0896
blz,tza,204072938.8681
blz,uga,177535904.5476
blz,ukr,109454699.4436
blz,ury,45562635.0001
blz,usa,8877360.6601
blz,uzb,172687457.9236
blz,vct,8949251.7409
blz,ven,6114987.1225
blz,vgb,6574403.6836
blz,vnm,239861417.2516
blz,vut,141976995.4681
blz,wlf,103678418.7076
blz,wsm,131112347.1849
blz,yem,188497248.1249
blz,zaf,159879839.8096
blz,zmb,177953999.2036
blz,zwe,187117776.81
bmu,bmu,7.5076
bmu,bol,29628861.6976
bmu,bra,42343651.84
bmu,brb,4845677.6641
bmu,brn,252483837.2676
bmu,btn,165120444.0064
bmu,bwa,132678145.96
bmu,caf,83494637.2516
bmu,can,3213558.1696
bmu,cck,293806681.8241
bmu,che,38142852.4801
bmu,chl,54011769.5329
bmu,chn,143884583.1361
bmu,civ,48531425.6025
bmu,cmr,72278902.89
bmu,cog,87176020.9761
bmu,cok,136980572.9769
bmu,col,10625578.8961
bmu,com,153711395.8416
bmu,cpv,21138017.7121
bmu,cri,10090724.0281
bmu,cub,4040944.2441
bmu,cxr,303132822.7041
bmu,cym,4830940.2436
bmu,cyp,75167859.6036
bmu,cze,43493893.1001
bmu,deu,36612785.7225
bmu,dji,120175748.5009
bmu,dma,3699621.4336
bmu,dnk,40175187.7921
bmu,dom,2608031.2036
bmu,dza,37245144.2944
bmu,ecu,15185206.1124
bmu,egy,77349562.4196
bmu,eri,107033508.49
bmu,esh,24740874.9604
bmu,esp,29598822.6304
bmu,est,48223996.9225
bmu,eth,115286604.8656
bmu,fin,48078414.4996
bmu,fji,184041239.7924
bmu,flk,87868313.9161
bmu,fra,33227385.0624
bmu,fro,27377277.2289
bmu,fsm,188286971.9329
bmu,gab,72490750.2225
bmu,gbr,30892364.4481
bmu,geo,82755045.1204
bmu,gha,53297592.2704
bmu,gib,29187654.5536
bmu,gin,31752661.5025
bmu,gmb,28197480.6169
bmu,gnb,30215030.1124
bmu,gnq,68112504.1809
bmu,grc,60275348.2384
bmu,grd,5169620.7424
bmu,grl,13410536.9616
bmu,gtm,10654740.5056
bmu,guy,8549015.7769
bmu,hkg,194870432.16
bmu,hnd,9298108.5184
bmu,hrv,46805164.4449
bmu,hti,2910640.7236
bmu,hun,49050272.8881
bmu,idn,288736560.0625
bmu,ind,147724820.7241
bmu,irl,26455695.1201
bmu,irn,99316970.3241
bmu,irq,92692992.3984
bmu,isl,21139121.1529
bmu,isr,80303105.44
bmu,ita,45078198.8409
bmu,jam,3993282.8224
bmu,jor,82118937.8025
bmu,jpn,145141774.3504
bmu,kaz,115929796.3849
bmu,ken,125136439.8736
bmu,kgz,114418321.2225
bmu,khm,225855812.25
bmu,kir,166163959.0116
bmu,kna,2837270.7364
bmu,kor,148087968.3396
bmu,kwt,103400222.5881
bmu,lao,203898408.49
bmu,lbn,79437647.3284
bmu,lbr,39504241.8576
bmu,lby,50798690.3824
bmu,lca,4291402.2649
bmu,lka,204006659.9481
bmu,lso,141607144.0144
bmu,ltu,51078179.61
bmu,lux,36316050.6384
bmu,lva,48890161.6225
bmu,mac,194818785.0625
bmu,mar,28389715.24
bmu,mda,59407406.0644
bmu,mdg,173784106.5984
bmu,mdv,197217926.1649
bmu,mex,13748151.6225
bmu,mhl,160235596.8964
bmu,mkd,54811219.9716
bmu,mli,37952622.7249
bmu,mlt,50568312.0996
bmu,mmr,201821516.8321
bmu,mng,122521875.4816
bmu,mnp,191144450.25
bmu,moz,148169512.8001
bmu,mrt,26165987.1729
bmu,msr,3082377.1489
bmu,mus,201245716.9321
bmu,mwi,135502404.3025
bmu,mys,250920173.0116
bmu,nam,112873200.6724
bmu,ncl,221753198.3044
bmu,ner,49799837.61
bmu,nfk,225614819.4304
bmu,nga,57651978.5521
bmu,nic,9878071.8436
bmu,niu,156750650.4001
bmu,nld,34759750.1476
bmu,nor,37994772.7201
bmu,npl,159886162.0521
bmu,nru,184113418.9456
bmu,nzl,218466727.5844
bmu,omn,129580201.8889
bmu,pak,131580170.3056
bmu,pan,9050410.3921
bmu,pcn,88702302.8761
bmu,per,26121605.4649
bmu,phl,218330767.0404
bmu,plw,230170771.1044
bmu,png,252368808.6544
bmu,pol,48523066.2225
bmu,prk,144555895.4596
bmu,prt,25164268.96
bmu,pry,41601081.0121
bmu,pyf,111838873.6521
bmu,qat,115078183.5025
bmu,rus,61047344.3584
bmu,rwa,112141534.2961
bmu,sau,108092410.5625
bmu,sdn,95378662.44
bmu,sen,26717217.0769
bmu,sgp,259519534.3521
bmu,shn,68352879.0564
bmu,slb,218608940.2849
bmu,sle,35042966.4841
bmu,slv,10434708.8784
bmu,smr,44128784.7025
bmu,som,138622601.9161
bmu,spm,3097600
bmu,stp,68468839.6681
bmu,sur,9643074.4089
bmu,svk,46875931.56
bmu,svn,45215672.5476
bmu,swe,43316800.4025
bmu,swz,145510661.3284
bmu,syc,172167988.8384
bmu,syr,80972822.2801
bmu,tca,1846935.3604
bmu,tcd,69640527.1081
bmu,tgo,54940264.1089
bmu,tha,215394955.7956
bmu,tjk,116592484.84
bmu,tkl,147978952.9156
bmu,tkm,105016789.9729
bmu,ton,172208142.2961
bmu,tto,5928884.1049
bmu,tun,45062892.1521
bmu,tur,64208008.7401
bmu,tuv,167988298.6609
bmu,tza,138022552.89
bmu,uga,114298122.4609
bmu,ukr,58588461.5761
bmu,ury,56781951.7444
bmu,usa,1557803.5344
bmu,uzb,112052175.1209
bmu,vct,4651182.3556
bmu,ven,5890086.3025
bmu,vgb,2376530.56
bmu,vnm,196478812.0681
bmu,vut,210187074.7089
bmu,wlf,163906566.76
bmu,wsm,194936885.5204
bmu,yem,116830157.44
bmu,zaf,130090220.6041
bmu,zmb,125675758.6704
bmu,zwe,134552576.1024
bol,bol,155417.2929
bol,bra,5668780.0464
bol,brb,11737955.6449
bol,brn,349758819.3856
bol,btn,304566021.3124
bol,bwa,93197012.8996
bol,caf,96299483.0329
bol,can,46125830.56
bol,cck,269245763.8641
bol,che,106142330.4516
bol,chl,3642792.1321
bol,chn,302406883.0225
bol,civ,55688607.7504
bol,cmr,81761380.84
bol,cog,84272032.8004
bol,cok,90642586.0096
bol,col,6109103.1556
bol,com,140767783.9936
bol,cpv,36307132.2916
bol,cri,11753309.4561
bol,cub,21847117.3281
bol,cxr,287753207.6241
bol,cym,17967849.3225
bol,cyp,146273060.0356
bol,cze,118899396.81
bol,deu,109365999.1524
bol,dji,159542666.2404
bol,dma,13081965.61
bol,dnk,120157770.7225
bol,dom,15206022.2601
bol,dza,90675911.3121
bol,ecu,4563136.8225
bol,egy,139558073.4409
